"DBMS","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CONSTRAINT_TYPE","k2.table_schema","k2.table_name","k2.column_name"
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE,CREATED_TIME,25,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM,ITEM_TYPE_SOURCE_DESC,12,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ATTEMPT,OVERRIDE_IND,21,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADEBOOK,POSSIBLE_SCORE,10,FLOAT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE,ROW_DELETED_TIME,23,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL,COURSE_ID,3,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE,DESIGN_MODE_SOURCE_DESC,13,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SUBMISSION,SUBMISSION_SIZE,9,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY_COURSE,SOURCE_ID,5,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SESSION_ACTIVITY,MOBILE_IND,8,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY_PERMISSION,ROW_UPDATED_TIME,11,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_ITEM,ROW_INSERTED_TIME,13,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON,POSTAL_CODE,10,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY_PERMISSION,USER_ROLE,8,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_META,CANON_CODE,NAME,3,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,FIRST_ATTEMPTED_TIME,23,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SUBMISSION,ID,1,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_META,CANON_CONFIG,NAME,2,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GOAL_COURSE_ITEM,INSTANCE_ID,2,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ACTIVITY,TOOL_ID,6,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,TOOL,BUILT_IN_IND,11,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_REVIEWED,REVIEWED_TIME,8,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ACTIVITY,PERSON_ID,5,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_REVIEWED,ROW_UPDATED_TIME,13,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUATION,ROW_DELETED_TIME,19,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SUBMISSION,DESCRIPTION,8,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY,ROW_INSERTED_TIME,10,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_MAP,INSTANCE,LMS_INSTANCE_ID,3,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON,SYSTEM_ROLE,14,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADEBOOK,GRADEBOOK_TYPE,8,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_MAP,PERSON,SIS_STUDENT_ID,11,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,TERM,SOURCE_ID,3,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_MAP,PERSON,ROW_INSERTED_TIME,8,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,ATTEMPTED_CNT,13,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GOAL_COURSE_ITEM,GOAL_ID,4,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_COURSE_ITEM,CREATED_TIME,11,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,POSSIBLE_SCORE,11,FLOAT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,TOOL,DESIGN_MODE_SOURCE_CODE,9,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ACTIVITY,GRADE_VIEW_CNT,13,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_GROUP,MODIFIED_TIME,11,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,MODIFIED_TIME,24,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_ITEM,MODIFIED_TIME,17,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,TERM,START_TIME,15,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_COURSE_ITEM,ROW_INSERTED_TIME,8,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL,ROW_INSERTED_TIME,10,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ATTEMPT,ROW_INSERTED_TIME,29,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL_ACTIVITY,PERSON_SOURCE_ID,11,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_MAP,INSTANCE,STAGE,7,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON_COURSE,ENABLED_IND,10,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY_COURSE,COURSE_ID,3,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ACTIVITY,COURSE_ID,3,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,COMMENT,8,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ATTEMPT,LAST_GRADED_DATE,27,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM,ITEM_TYPE_SOURCE_CODE,11,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUATION,PRIMARY_IND,15,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL_ACTIVITY,COURSE_TOOL_ID,6,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GOAL_COURSE_ITEM,SOURCE_ID,5,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUATION,ROW_UPDATED_TIME,18,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE,END_TIME,27,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON,ROW_UPDATED_TIME,21,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTANCE,STAGE,6,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_ITEM,NAME,7,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP_PERSON,ROW_DELETED_TIME,10,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,TERM,ENABLED_IND,9,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ACTIVITY,INTERACTION_CNT,14,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ACTIVITY,ROW_UPDATED_TIME,17,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADEBOOK,CALCULATION_TYPE_SOURCE_CODE,15,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUATION,INSTANCE_ID,2,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM_ACTIVITY,STAGE,14,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,NORMALIZED_SCORE,12,FLOAT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,GRADEBOOK_ID,3,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADEBOOK,STAGE,22,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP,ROW_INSERTED_TIME,12,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON_COURSE,COURSE_ROLE_SOURCE_CODE,7,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL_ACTIVITY,FIRST_ACCESSED_TIME,19,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ACTIVITY,STAGE,15,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_ITEM,CREATED_TIME,16,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM,CREATED_TIME,20,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_META,BBD_CALCULATION_DEFINITION,DESCRIPTION,3,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY_PERMISSION,INSTITUTIONAL_HIERARCHY_LEVEL_4,7,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM,AVAILABLE_IND,21,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP_PERSON,PERSON_ID,5,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE,DESCRIPTION,7,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SUBMISSION,MODIFIED_TIME,19,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUATION,PERSON_COURSE_ID,5,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_MAP,PERSON,SOURCE_ID,4,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON_COURSE,COURSE_ROLE_DESC,17,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_REVIEWED,ROW_INSERTED_TIME,12,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP,NAME,5,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM_ACTIVITY,ROW_DELETED_TIME,17,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL_ACTIVITY,INSTANCE_ID,2,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON_COURSE,SOURCE_ID,5,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP_PERSON,ROW_INSERTED_TIME,8,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM_ACTIVITY,SESSION_ACTIVITY_ID,7,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON_COURSE,ID,1,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUATION,FEEDBACK,11,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_MAP,COURSE_ROOM,LMS_COURSE_ID,4,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON,AVAILABLE_IND,17,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP,INSTANCE_ID,2,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM,INSTANCE_ID,2,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON,SYSTEM_ROLE_SOURCE_DESC,16,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,FEEDBACK,9,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY_COURSE,STAGE,7,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SUBMISSION,STAGE,13,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_META,BBD_CALCULATION_DETAIL,CALCULATION_LIST,3,ARRAY,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SUBMISSION,ITEM_TYPE_SOURCE_DESC,12,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_REVIEWED,PERSON_ID,4,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP,AVAILABLE_IND,7,BOOLEAN,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM_ACTIVITY,PERSON_SOURCE_ID,11,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_META,CANON_CODE,CANON_CODE,5,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUATION,DESCRIPTION,9,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY_COURSE,ROW_DELETED_TIME,10,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_REVIEWED,COURSE_ID,5,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_REVIEWED,INSTANCE_ID,2,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTANCE,NAME,3,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY,ID,1,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,SOURCE_ID,5,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,LAST_ATTEMPTED_TIME,25,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTANCE,ROW_DELETED_TIME,9,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM_ACTIVITY,FIRST_ACCESSED_TIME,19,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ACTIVITY,COURSE_ITEM_ID,5,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,TERM,NAME,4,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_META,BBD_CALCULATION_DEFINITION,NAME,1,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ACTIVITY,FIRST_ACCESSED_TIME,17,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADEBOOK,ROW_INSERTED_TIME,23,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_GROUP,STAGE,11,OBJECT,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE,ENROLLMENT_METHOD_SOURCE_DESC,16,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL,COURSE_SOURCE_ID,5,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_TOOL_ACTIVITY,COURSE_SOURCE_ID,9,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTITUTION_HIERARCHY,SOURCE_ID,4,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ACTIVITY,LOGIN_SOURCE_ID,8,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,INSTANCE,ROW_UPDATED_TIME,8,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SESSION_ACTIVITY,PERSON_ID,3,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_META,BBD_CALCULATION_DETAIL,DISPLAY_NAME,2,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM_ACTIVITY,INTERACTION_CNT,13,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,DELETED_ATTEMPT_CNT,31,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,GRADE,ROW_INSERTED_TIME,18,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_ITEM,ROW_DELETED_TIME,18,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,PERSON,ID,1,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE,MODIFIED_TIME,24,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_ITEM,DESCRIPTION,8,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,SUBMISSION,PERSON_COURSE_ID,5,NUMBER,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,ATTEMPT,GRADE,9,TEXT,16777216,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,COURSE_CONTENT_ITEMS_REVIEWED,START_TIME,10,TIMESTAMP_LTZ,,,,,
postgresql,BLACKBOARD_DATA_86CEF0C8178349C987653162F485EE67,CDM_LMS,EVALUABLE_COURSE_ITEM,ROW_UPDATED_TIME,9,TIMESTAMP_LTZ,,,,,
